artifact_id,artifact_path,artifact_role,exists,sha256_recorded,sha256_actual,hash_match,source_record,selection_status,thesis_usage,consistency_status,blocking_issue,notes
ART-00001,final-results/AGENTS.md,archived_source,TRUE,b2ba09c5c04b3813290566de5a9d621d559358b084c9f65125d8e34cbe0e10a9,b2ba09c5c04b3813290566de5a9d621d559358b084c9f65125d8e34cbe0e10a9,TRUE,results_manifest.csv,NOT_APPLICABLE,Chapter 10,PASS,,artifact_status=present; provenance_class=ARTIFACT_SUPPORTED; execution_status=; caveats=ARCHIVE_DOCUMENTATION
ART-00020,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_sensitivity_contour.png,archived_source,TRUE,86d321935a0abd0677d9e6346755a4211b8c2dd2f8a48d0c61cf509d4032917c,86d321935a0abd0677d9e6346755a4211b8c2dd2f8a48d0c61cf509d4032917c,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00021,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_benchmark_report.txt,archived_source,TRUE,d537665c3283a479ef7acea947e56264b21c4c273bd622b7b5ba90c52ba7c158,d537665c3283a479ef7acea947e56264b21c4c273bd622b7b5ba90c52ba7c158,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00022,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_benchmark_scores.csv,archived_source,TRUE,243920cbdebcaf9959139bf003a8b89f9389cc232faf514217bf532d203e6f5d,243920cbdebcaf9959139bf003a8b89f9389cc232faf514217bf532d203e6f5d,TRUE,results_manifest.csv,EXCLUDED_DUPLICATE,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=HASH_EQUIVALENT_COPY
ART-00023,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_benchmark_report.txt,archived_source,TRUE,ae757af9a74d21913c4b9f2b9d5d73b7b45e74291137a31ecf7150198f77169f,ae757af9a74d21913c4b9f2b9d5d73b7b45e74291137a31ecf7150198f77169f,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00024,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_benchmark_scores.csv,archived_source,TRUE,a1faffe15f26601704e80b2ca971beb6cf7f1d58335c2c1a7c66f0ded6976b6e,a1faffe15f26601704e80b2ca971beb6cf7f1d58335c2c1a7c66f0ded6976b6e,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00025,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_sensitivity_contour.png,archived_source,TRUE,954ee8f4ca04c1e4e01560154784b7e551ab4b5ed722ab283b2da9cbcd368d25,954ee8f4ca04c1e4e01560154784b7e551ab4b5ed722ab283b2da9cbcd368d25,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00026,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_benchmark_report.txt,archived_source,TRUE,7375115dc27e8c0c7da54f70cf7d3799e63d320fabf7e4f69041af9f6a8dd29c,7375115dc27e8c0c7da54f70cf7d3799e63d320fabf7e4f69041af9f6a8dd29c,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00027,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_benchmark_scores.csv,archived_source,TRUE,1124fde9e1f9ba01bd7f8e7e68a9c9de419109e21654283fc8e570d685102c3b,1124fde9e1f9ba01bd7f8e7e68a9c9de419109e21654283fc8e570d685102c3b,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00028,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_sensitivity_contour.png,archived_source,TRUE,233962975ac1e810fdd481c6d63c092cc65bd8037faa566a6e031ffa720c30c6,233962975ac1e810fdd481c6d63c092cc65bd8037faa566a6e031ffa720c30c6,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00029,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_benchmark_report.txt,archived_source,TRUE,7ed9e7000b3e56711941d09cbd63b85cf149ca6a1725b9007e7e48417eaf6381,7ed9e7000b3e56711941d09cbd63b85cf149ca6a1725b9007e7e48417eaf6381,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00030,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_benchmark_scores.csv,archived_source,TRUE,703e0a1c0240b6cffd894084de5ffcb9a5f3d8674c57c2d699f9cfa13f726bc4,703e0a1c0240b6cffd894084de5ffcb9a5f3d8674c57c2d699f9cfa13f726bc4,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00031,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_sensitivity_contour.png,archived_source,TRUE,dd574d6289d73746de654e8f88278d028eaa482571d0c0dd00e2ffcb45496dcd,dd574d6289d73746de654e8f88278d028eaa482571d0c0dd00e2ffcb45496dcd,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00032,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_benchmark_report.txt,archived_source,TRUE,76cd3180a092179bed059262b2cabaa72dbbe9dd6191e54135cf1ddccba876a7,76cd3180a092179bed059262b2cabaa72dbbe9dd6191e54135cf1ddccba876a7,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00033,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_benchmark_scores.csv,archived_source,TRUE,9eba86d40391d09da0ea89d9fd11f067a2846542049d1a42369b9e07ec6b478f,9eba86d40391d09da0ea89d9fd11f067a2846542049d1a42369b9e07ec6b478f,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00034,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_sensitivity_contour.png,archived_source,TRUE,f0bb61ec6b7b0c37ece48be3e3d0470322512193b77e6ebb8f44e957ccf6625a,f0bb61ec6b7b0c37ece48be3e3d0470322512193b77e6ebb8f44e957ccf6625a,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00035,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_benchmark_report.txt,archived_source,TRUE,a3570fbcf07a134b81f80986bfe837a7d5ada3c1becc0b94ff45fe71efdd10c5,a3570fbcf07a134b81f80986bfe837a7d5ada3c1becc0b94ff45fe71efdd10c5,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00036,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_benchmark_scores.csv,archived_source,TRUE,fecbc7bffc8708d0964d98af8a3e036ec308bf604a4a03711d489160e8be31e3,fecbc7bffc8708d0964d98af8a3e036ec308bf604a4a03711d489160e8be31e3,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00037,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_sensitivity_contour.png,archived_source,TRUE,3a70761b411ae6eb6ec34d8fa4e752cbc2d2d2a8f2bca6b77f49c60d213cfb80,3a70761b411ae6eb6ec34d8fa4e752cbc2d2d2a8f2bca6b77f49c60d213cfb80,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00038,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/benchmark_summary.csv,archived_source,TRUE,1902979f59d7b82b94c05050e2d03e7b642784da35c660e44f1c0374808ea0b5,1902979f59d7b82b94c05050e2d03e7b642784da35c660e44f1c0374808ea0b5,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00039,final-results/causal-outputs/outputs-mimic-forest/analyze_cate_results/control_messages_analyze_cate_results.csv,archived_source,TRUE,861577eb78998257fac5aff7a3dbc242593f1b9dc0c314c9e8f7fce56eaba7b4,861577eb78998257fac5aff7a3dbc242593f1b9dc0c314c9e8f7fce56eaba7b4,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00040,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,archived_source,TRUE,0ca7e2c8d86a6fe46b69fda33abd1d23cefaedd9930e3fc62ccd24358cb357c4,0ca7e2c8d86a6fe46b69fda33abd1d23cefaedd9930e3fc62ccd24358cb357c4,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00041,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_feature_importance.csv,archived_source,TRUE,668f2ef88d436afbc989726e06e80f75b1bd203bdddb5d5d4448e92a70085e69,668f2ef88d436afbc989726e06e80f75b1bd203bdddb5d5d4448e92a70085e69,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00042,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_model.pkl,archived_source,TRUE,c695c9ec3d451cf66d96b5904d5dd9c87a7c5aee37379d4a56fb55b973349667,c695c9ec3d451cf66d96b5904d5dd9c87a7c5aee37379d4a56fb55b973349667,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00043,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/confounder_analysis.txt,archived_source,TRUE,93eb013fbfa9b8d2de0ebb496badd0327173bde9ab0f39b03d4050122d9522ef,93eb013fbfa9b8d2de0ebb496badd0327173bde9ab0f39b03d4050122d9522ef,TRUE,results_manifest.csv,EXCLUDED_DUPLICATE,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=HASH_EQUIVALENT_COPY
ART-00044,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/summary_results.txt,archived_source,TRUE,4ffacf949fcb56d6b3bbc267cc822e134447a68f88adbd8ad930bb5df339ea69,4ffacf949fcb56d6b3bbc267cc822e134447a68f88adbd8ad930bb5df339ea69,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00045,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,archived_source,TRUE,b7867f23b057a70c9a4122b1e13de2a2cdfcfbde41da67377919bcd0d390574b,b7867f23b057a70c9a4122b1e13de2a2cdfcfbde41da67377919bcd0d390574b,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00046,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_feature_importance.csv,archived_source,TRUE,f296bcf971257be633c5e1881be7520e025f40132c671dd73ca7078dba36a090,f296bcf971257be633c5e1881be7520e025f40132c671dd73ca7078dba36a090,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00047,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_model.pkl,archived_source,TRUE,381e72f2ba177000236eefa4373f786c49038ad6dfb88e29b52c15752ca02dc2,381e72f2ba177000236eefa4373f786c49038ad6dfb88e29b52c15752ca02dc2,TRUE,results_manifest.csv,ADMISSIBLE_WITH_QUALIFICATIONS,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=ARCHIVE_COPY_PROVENANCE_PARTIAL
ART-00048,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_GLOBAL_SEVERITY/confounder_analysis.txt,archived_source,TRUE,cdf01c340ae03c6ba366762ea0f381ca9e525c4269239026522e8959228451ce,cdf01c340ae03c6ba366762ea0f381ca9e525c4269239026522e8959228451ce,TRUE,results_manifest.csv,EXCLUDED_DUPLICATE,Chapter 10,PASS,,artifact_status=present; provenance_class=EXECUTION_SUPPORTED; execution_status=success; caveats=HASH_EQUIVALENT_COPY
