dataset,estimator,sampling_condition,run_name,treatment,permutation_type,num_trials,seed,original_statistic,permuted_mean,permuted_std,z_score,other_existing_fields,source_path,source_sha256,subprocess_status,warning_fields,row_validation_status,selection_status,admission_status,caveat_codes,notes
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_INFLAMMATION_SEPSIS,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""-0.00055394227443312"", ""permuted_mean_cate_std"": ""0.0030865586233705666"", ""permuted_mean_normalized_cate_mean"": ""-0.00481317293629695"", ""permuted_mean_normalized_cate_std"": ""0.026736994281654287"", ""real_mean_cate"": ""0.1611786307803166"", ""real_mean_normalized_cate"": ""1.3342091715379587"", ""seed"": ""42"", ""snr_cate"": ""73.03457869303952"", ""snr_normalized_cate"": ""69.87767321567334"", ""treatment"": ""LAT_INFLAMMATION_SEPSIS"", ""warnings"": """", ""zscore_cate"": ""52.39899603077534"", ""zscore_normalized_cate"": ""50.08125933561022""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_HEPATIC_COAG_DYSFUNCTION,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00158458988421218"", ""permuted_mean_cate_std"": ""0.004343728800709855"", ""permuted_mean_normalized_cate_mean"": ""0.01363209223105733"", ""permuted_mean_normalized_cate_std"": ""0.03762085080578157"", ""real_mean_cate"": ""0.0975984906044951"", ""real_mean_normalized_cate"": ""0.8079036325247213"", ""seed"": ""42"", ""snr_cate"": ""25.602847147821358"", ""snr_normalized_cate"": ""24.46618631111236"", ""treatment"": ""LAT_HEPATIC_COAG_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""22.104027467044506"", ""zscore_normalized_cate"": ""21.112535290445912""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_RENAL_DYSFUNCTION,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00139710925552645"", ""permuted_mean_cate_std"": ""0.004388581436307243"", ""permuted_mean_normalized_cate_mean"": ""0.012021733694631519"", ""permuted_mean_normalized_cate_std"": ""0.03829015144327855"", ""real_mean_cate"": ""0.0912904444183192"", ""real_mean_normalized_cate"": ""0.7556867037957999"", ""seed"": ""42"", ""snr_cate"": ""24.929292954916228"", ""snr_normalized_cate"": ""23.752513663044205"", ""treatment"": ""LAT_RENAL_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""20.48346065065462"", ""zscore_normalized_cate"": ""19.421834128883063""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_GLOBAL_SEVERITY,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00365038911846231"", ""permuted_mean_cate_std"": ""0.00415656227462774"", ""permuted_mean_normalized_cate_mean"": ""0.031619158663925576"", ""permuted_mean_normalized_cate_std"": ""0.03609631922072879"", ""real_mean_cate"": ""0.0621006181800848"", ""real_mean_normalized_cate"": ""0.514058308678501"", ""seed"": ""42"", ""snr_cate"": ""13.124978558043749"", ""snr_normalized_cate"": ""12.529829201299126"", ""treatment"": ""LAT_GLOBAL_SEVERITY"", ""warnings"": """", ""zscore_cate"": ""14.062156464829405"", ""zscore_normalized_cate"": ""13.36532811183497""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_RESPIRATORY_FAILURE,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.0017777347126523106"", ""permuted_mean_cate_std"": ""0.005395784574205255"", ""permuted_mean_normalized_cate_mean"": ""0.015618371379394147"", ""permuted_mean_normalized_cate_std"": ""0.04698043132449298"", ""real_mean_cate"": ""0.036133320420856"", ""real_mean_normalized_cate"": ""0.2991054538075482"", ""seed"": ""42"", ""snr_cate"": ""8.780214187322384"", ""snr_normalized_cate"": ""8.35118497818555"", ""treatment"": ""LAT_RESPIRATORY_FAILURE"", ""warnings"": """", ""zscore_cate"": ""6.367115891253669"", ""zscore_normalized_cate"": ""6.034152399966573""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_NEUROLOGIC_DYSFUNCTION,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""-0.00043905748788785"", ""permuted_mean_cate_std"": ""0.0048713334451052975"", ""permuted_mean_normalized_cate_mean"": ""-0.003805266763131609"", ""permuted_mean_normalized_cate_std"": ""0.042075230354214725"", ""real_mean_cate"": ""0.0342527115180433"", ""real_mean_normalized_cate"": ""0.2835380945735039"", ""seed"": ""42"", ""snr_cate"": ""8.371487609848986"", ""snr_normalized_cate"": ""8.005799559154905"", ""treatment"": ""LAT_NEUROLOGIC_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""7.1216165751883285"", ""zscore_normalized_cate"": ""6.829276011506184""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_SHOCK,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.0010721320188727197"", ""permuted_mean_cate_std"": ""0.006915676317952961"", ""permuted_mean_normalized_cate_mean"": ""0.009318023089031171"", ""permuted_mean_normalized_cate_std"": ""0.060028143541643306"", ""real_mean_cate"": ""0.0209943268190484"", ""real_mean_normalized_cate"": ""0.1737874509581732"", ""seed"": ""42"", ""snr_cate"": ""3.7533377516176767"", ""snr_normalized_cate"": ""3.580902375074461"", ""treatment"": ""LAT_SHOCK"", ""warnings"": """", ""zscore_cate"": ""2.8807297918871724"", ""zscore_normalized_cate"": ""2.739871969471198""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,original,outputs-mimic-forest,LAT_METABOLIC_DERANGEMENT,outcome,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-1/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""outcome"", ""permuted_mean_cate_mean"": ""0.00150617800969902"", ""permuted_mean_cate_std"": ""0.003180488658987929"", ""permuted_mean_normalized_cate_mean"": ""0.013007505194001701"", ""permuted_mean_normalized_cate_std"": ""0.027592880920410782"", ""real_mean_cate"": ""0.0197429534543554"", ""real_mean_normalized_cate"": ""0.1634287960167043"", ""seed"": ""42"", ""snr_cate"": ""6.230747572826538"", ""snr_normalized_cate"": ""5.951663935108366"", ""treatment"": ""LAT_METABOLIC_DERANGEMENT"", ""warnings"": """", ""zscore_cate"": ""5.7339539297271225"", ""zscore_normalized_cate"": ""5.451452903978365""}",final-results/causal-outputs/outputs-mimic-forest/permutations_test/outcome_permutation_results.csv,7c66cd7f628b816dc1dd34b3d79d6ceeabd0e12daf92aa7253130d30dc0c0cc0,,,SOURCE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,outcome-downsampled,outputs-mimic-forest-downsample,LAT_CARDIAC_STRAIN,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-2/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.005617579285935711"", ""permuted_mean_cate_std"": ""0.015469997179339327"", ""permuted_mean_normalized_cate_mean"": ""-0.011235158571871401"", ""permuted_mean_normalized_cate_std"": ""0.030939994358678696"", ""real_mean_cate"": ""0.4207252304558952"", ""real_mean_normalized_cate"": ""0.8414504609117904"", ""seed"": ""42"", ""snr_cate"": ""30.619706990624692"", ""snr_normalized_cate"": ""30.61970699062465"", ""treatment"": ""LAT_CARDIAC_STRAIN"", ""warnings"": """", ""zscore_cate"": ""27.559333385737478"", ""zscore_normalized_cate"": ""27.55933338573744""}",final-results/causal-outputs/outputs-mimic-forest-downsample/permutations_test/treatment_permutation_results.csv,2af8fa98347694a8077ce31eeb0794ccc6fac6930bb8f6c735db099adbe13489,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,outcome-downsampled,outputs-mimic-forest-downsample,LAT_INFLAMMATION_SEPSIS,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-2/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""-0.00439178310374173"", ""permuted_mean_cate_std"": ""0.01625314686838502"", ""permuted_mean_normalized_cate_mean"": ""-0.00878356620748345"", ""permuted_mean_normalized_cate_std"": ""0.03250629373677008"", ""real_mean_cate"": ""0.4079399424007814"", ""real_mean_normalized_cate"": ""0.8158798848015628"", ""seed"": ""42"", ""snr_cate"": ""28.600350615335906"", ""snr_normalized_cate"": ""28.600350615335856"", ""treatment"": ""LAT_INFLAMMATION_SEPSIS"", ""warnings"": """", ""zscore_cate"": ""25.369347169720992"", ""zscore_normalized_cate"": ""25.36934716972096""}",final-results/causal-outputs/outputs-mimic-forest-downsample/permutations_test/treatment_permutation_results.csv,2af8fa98347694a8077ce31eeb0794ccc6fac6930bb8f6c735db099adbe13489,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
mimic,CausalForestDML,outcome-downsampled,outputs-mimic-forest-downsample,LAT_HEPATIC_COAG_DYSFUNCTION,treatment,10,42,,,,,"{""experiment_dir"": ""/truenas/home/kenzikob/causal-irregular-time-series/outputs-mimic-2/permutations_test"", ""model_type"": ""CausalForest"", ""num_trials"": ""10"", ""permutation_target"": ""treatment"", ""permuted_mean_cate_mean"": ""0.0014517947073181504"", ""permuted_mean_cate_std"": ""0.012406672632631817"", ""permuted_mean_normalized_cate_mean"": ""0.00290358941463629"", ""permuted_mean_normalized_cate_std"": ""0.02481334526526368"", ""real_mean_cate"": ""0.192393094641887"", ""real_mean_normalized_cate"": ""0.384786189283774"", ""seed"": ""42"", ""snr_cate"": ""17.956196717747165"", ""snr_normalized_cate"": ""17.956196717747122"", ""treatment"": ""LAT_HEPATIC_COAG_DYSFUNCTION"", ""warnings"": """", ""zscore_cate"": ""15.390210219004112"", ""zscore_normalized_cate"": ""15.390210219004084""}",final-results/causal-outputs/outputs-mimic-forest-downsample/permutations_test/treatment_permutation_results.csv,2af8fa98347694a8077ce31eeb0794ccc6fac6930bb8f6c735db099adbe13489,,,SOURCE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,NO_NEW_PVALUES,Archived aggregate permutation row copied.
