table_id,row_key,field,source_exact,expected_display,actual_display,match,notes
tab:results-matching-support,PhysioNet|LAT_CARDIAC_INJURY_STRAIN,pairs,checked_matching_results.csv:original cross-run-consistent,"2,840","2,840",YES,
tab:results-matching-support,PhysioNet|LAT_CARDIAC_INJURY_STRAIN,match_rate,checked_matching_results.csv:original cross-run-consistent,1.000,1.000,YES,
tab:results-matching-support,PhysioNet|LAT_CARDIAC_INJURY_STRAIN,distance,checked_matching_results.csv:original cross-run-consistent,0,0,YES,
tab:results-matching-support,PhysioNet|LAT_CARDIAC_INJURY_STRAIN,difference,checked_matching_results.csv:original cross-run-consistent,0.134,0.134,YES,
tab:results-matching-support,PhysioNet|LAT_CARDIAC_INJURY_STRAIN,support_status,checked_matching_results.csv:original cross-run-consistent,Sufficient,Sufficient,YES,
tab:results-matching-support,PhysioNet|LAT_COAG_HEME_DYSFUNCTION,pairs,checked_matching_results.csv:original cross-run-consistent,"1,763","1,763",YES,
tab:results-matching-support,PhysioNet|LAT_COAG_HEME_DYSFUNCTION,match_rate,checked_matching_results.csv:original cross-run-consistent,0.558,0.558,YES,
tab:results-matching-support,PhysioNet|LAT_COAG_HEME_DYSFUNCTION,distance,checked_matching_results.csv:original cross-run-consistent,0,0,YES,
tab:results-matching-support,PhysioNet|LAT_COAG_HEME_DYSFUNCTION,difference,checked_matching_results.csv:original cross-run-consistent,0.0017,0.0017,YES,
tab:results-matching-support,PhysioNet|LAT_COAG_HEME_DYSFUNCTION,support_status,checked_matching_results.csv:original cross-run-consistent,Sufficient,Sufficient,YES,
tab:results-matching-support,PhysioNet|LAT_GLOBAL_SEVERITY,pairs,checked_matching_results.csv:original cross-run-consistent,"1,782","1,782",YES,
tab:results-matching-support,PhysioNet|LAT_GLOBAL_SEVERITY,match_rate,checked_matching_results.csv:original cross-run-consistent,0.287,0.287,YES,
tab:results-matching-support,PhysioNet|LAT_GLOBAL_SEVERITY,distance,checked_matching_results.csv:original cross-run-consistent,1,1,YES,
tab:results-matching-support,PhysioNet|LAT_GLOBAL_SEVERITY,difference,checked_matching_results.csv:original cross-run-consistent,0.095,0.095,YES,
tab:results-matching-support,PhysioNet|LAT_GLOBAL_SEVERITY,support_status,checked_matching_results.csv:original cross-run-consistent,Weak: insufficient-pair flag,Weak: insufficient-pair flag,YES,
tab:results-matching-support,PhysioNet|LAT_HEPATIC_DYSFUNCTION,pairs,checked_matching_results.csv:original cross-run-consistent,"1,133","1,133",YES,
tab:results-matching-support,PhysioNet|LAT_HEPATIC_DYSFUNCTION,match_rate,checked_matching_results.csv:original cross-run-consistent,1.000,1.000,YES,
tab:results-matching-support,PhysioNet|LAT_HEPATIC_DYSFUNCTION,distance,checked_matching_results.csv:original cross-run-consistent,0,0,YES,
tab:results-matching-support,PhysioNet|LAT_HEPATIC_DYSFUNCTION,difference,checked_matching_results.csv:original cross-run-consistent,0.137,0.137,YES,
tab:results-matching-support,PhysioNet|LAT_HEPATIC_DYSFUNCTION,support_status,checked_matching_results.csv:original cross-run-consistent,Sufficient,Sufficient,YES,
tab:results-matching-support,PhysioNet|LAT_METABOLIC_DERANGEMENT,pairs,checked_matching_results.csv:original cross-run-consistent,"3,378","3,378",YES,
tab:results-matching-support,PhysioNet|LAT_METABOLIC_DERANGEMENT,match_rate,checked_matching_results.csv:original cross-run-consistent,0.757,0.757,YES,
tab:results-matching-support,PhysioNet|LAT_METABOLIC_DERANGEMENT,distance,checked_matching_results.csv:original cross-run-consistent,2,2,YES,
tab:results-matching-support,PhysioNet|LAT_METABOLIC_DERANGEMENT,difference,checked_matching_results.csv:original cross-run-consistent,0.073,0.073,YES,
tab:results-matching-support,PhysioNet|LAT_METABOLIC_DERANGEMENT,support_status,checked_matching_results.csv:original cross-run-consistent,Sufficient; distance 2,Sufficient; distance 2,YES,
tab:results-matching-support,PhysioNet|LAT_RENAL_DYSFUNCTION,pairs,checked_matching_results.csv:original cross-run-consistent,"1,841","1,841",YES,
tab:results-matching-support,PhysioNet|LAT_RENAL_DYSFUNCTION,match_rate,checked_matching_results.csv:original cross-run-consistent,1.000,1.000,YES,
tab:results-matching-support,PhysioNet|LAT_RENAL_DYSFUNCTION,distance,checked_matching_results.csv:original cross-run-consistent,0,0,YES,
tab:results-matching-support,PhysioNet|LAT_RENAL_DYSFUNCTION,difference,checked_matching_results.csv:original cross-run-consistent,0.154,0.154,YES,
tab:results-matching-support,PhysioNet|LAT_RENAL_DYSFUNCTION,support_status,checked_matching_results.csv:original cross-run-consistent,Sufficient,Sufficient,YES,
tab:results-matching-support,PhysioNet|LAT_SHOCK,pairs,checked_matching_results.csv:original cross-run-consistent,"2,433","2,433",YES,
tab:results-matching-support,PhysioNet|LAT_SHOCK,match_rate,checked_matching_results.csv:original cross-run-consistent,0.438,0.438,YES,
tab:results-matching-support,PhysioNet|LAT_SHOCK,distance,checked_matching_results.csv:original cross-run-consistent,1,1,YES,
tab:results-matching-support,PhysioNet|LAT_SHOCK,difference,checked_matching_results.csv:original cross-run-consistent,0.010,0.010,YES,
tab:results-matching-support,PhysioNet|LAT_SHOCK,support_status,checked_matching_results.csv:original cross-run-consistent,Weak: insufficient-pair flag,Weak: insufficient-pair flag,YES,
tab:results-matching-support,MIMIC|LAT_INFLAMMATION_SEPSIS,pairs,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,MIMIC|LAT_INFLAMMATION_SEPSIS,match_rate,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,MIMIC|LAT_INFLAMMATION_SEPSIS,distance,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,MIMIC|LAT_INFLAMMATION_SEPSIS,difference,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,MIMIC|LAT_INFLAMMATION_SEPSIS,support_status,checked_matching_failures.csv:failure_reason,Failed: no binary matching columns,Failed: no binary matching columns,YES,ValueError('No binary matching columns available after preprocessing. Either disable REQUIRE_BINARY_CONF or revisit confounder encoding.')
tab:results-matching-support,PhysioNet|LAT_INFLAMMATION_SEPSIS_BURDEN,pairs,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_INFLAMMATION_SEPSIS_BURDEN,match_rate,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_INFLAMMATION_SEPSIS_BURDEN,distance,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_INFLAMMATION_SEPSIS_BURDEN,difference,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_INFLAMMATION_SEPSIS_BURDEN,support_status,checked_matching_failures.csv:failure_reason,Failed: no binary matching columns,Failed: no binary matching columns,YES,ValueError('No binary matching columns available after preprocessing. Either disable REQUIRE_BINARY_CONF or revisit confounder encoding.')
tab:results-matching-support,PhysioNet|LAT_NEUROLOGIC_DYSFUNCTION,pairs,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_NEUROLOGIC_DYSFUNCTION,match_rate,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_NEUROLOGIC_DYSFUNCTION,distance,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_NEUROLOGIC_DYSFUNCTION,difference,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_NEUROLOGIC_DYSFUNCTION,support_status,checked_matching_failures.csv:failure_reason,Failed: no binary matching columns,Failed: no binary matching columns,YES,ValueError('No binary matching columns available after preprocessing. Either disable REQUIRE_BINARY_CONF or revisit confounder encoding.')
tab:results-matching-support,PhysioNet|LAT_RESPIRATORY_FAILURE,pairs,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_RESPIRATORY_FAILURE,match_rate,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_RESPIRATORY_FAILURE,distance,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_RESPIRATORY_FAILURE,difference,checked_matching_failures.csv,--,--,YES,
tab:results-matching-support,PhysioNet|LAT_RESPIRATORY_FAILURE,support_status,checked_matching_failures.csv:failure_reason,Failed: no binary matching columns,Failed: no binary matching columns,YES,ValueError('No binary matching columns available after preprocessing. Either disable REQUIRE_BINARY_CONF or revisit confounder encoding.')
